meal_id,category,calories_kcal,protein_g,carb_g,fat_g,goal_suitability,diet_type,prep_time,price_range,meal_time_breakfast,meal_time_lunch,meal_time_dinner,meal_time_snack,region_General,region_Hausa/North,region_South-South,region_Southeast/Igbo,region_Yoruba/Southwest,taste_profile_bitter-savory,taste_profile_mild,taste_profile_mild-savory,taste_profile_mild-sweet,taste_profile_savory,taste_profile_savory-mild,taste_profile_savory-smoky,taste_profile_savory-sour,taste_profile_savory-spicy,taste_profile_savory-sweet,taste_profile_smoky-spicy,taste_profile_sour-savory,taste_profile_sour-sweet,taste_profile_spicy,taste_profile_spicy-savory,taste_profile_spicy-smoky,taste_profile_spicy-sweet,taste_profile_sweet,taste_profile_sweet-savory,taste_profile_sweet-sour,taste_profile_sweet-spicy,macro_ratio_protein,macro_ratio_carb,macro_ratio_fat,calorie_density,protein_per_100kcal
236,2,0.686747,0.809524,0.561404,0.7,2,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37545,0.387253,0.558284,2,0.383431
237,2,0.518072,0.619048,0.561404,0.45,1,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353132,0.483217,0.441572,1,0.3739
238,2,0.542169,0.666667,0.561404,0.5,1,3,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362491,0.459226,0.467572,1,0.387097
239,2,0.86747,0.904762,0.614035,0.95,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349892,0.349568,0.631663,2,0.34824
240,2,0.554217,0.666667,0.578947,0.45,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36915,0.48332,0.428571,1,0.380499
241,2,0.614458,0.714286,0.578947,0.55,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366091,0.445016,0.484761,1,0.372434
242,2,0.674699,0.761905,0.578947,0.7,2,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353312,0.399918,0.558284,2,0.366569
243,2,0.590361,0.714286,0.578947,0.55,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366091,0.445016,0.484761,1,0.38563
244,2,0.771084,0.809524,0.596491,0.8,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347732,0.379839,0.590929,2,0.346041
245,2,0.46988,0.47619,0.561404,0.35,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306335,0.548703,0.38726,1,0.312317
246,2,0.481928,0.52381,0.561404,0.35,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331353,0.539024,0.38076,1,0.335777
247,0,0.240964,0.190476,0.403509,0.2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194564,0.63818,0.351293,0,0.209677
248,0,0.409639,0.428571,0.526316,0.35,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290497,0.542937,0.40806,1,0.314516
249,0,0.216867,0.190476,0.403509,0.15,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207163,0.681425,0.280514,0,0.225806
250,0,0.168675,0.238095,0.280702,0.15,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.312995,0.57918,0.339159,0,0.333578
251,1,0.277108,0.761905,0.052632,0.4,0,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.757919,0.078769,0.684241,1,0.756598
252,0,0.216867,0.142857,0.385965,0.2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154248,0.646932,0.371371,0,0.169355
253,2,0.722892,0.571429,0.736842,0.65,1,4,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256299,0.495881,0.501517,2,0.258798
254,2,0.650602,0.714286,0.561404,0.55,2,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.37113,0.437397,0.491405,2,0.354839
255,2,0.843373,0.809524,0.666667,0.7,2,3,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.349712,0.429263,0.520006,2,0.319648
256,2,0.614458,0.666667,0.54386,0.55,1,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356192,0.436058,0.505272,1,0.34824
257,1,0.385542,0.380952,0.438596,0.4,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.276818,0.485173,0.500072,1,0.293255
258,1,0.361446,0.666667,0.070175,0.65,0,3,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.522318,0.077018,0.875632,1,0.540323
259,1,0.409639,0.714286,0.087719,0.7,1,3,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.514219,0.088035,0.866676,1,0.52346
260,2,0.819277,0.761905,0.649123,0.7,1,4,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336753,0.427924,0.532139,2,0.308651
261,2,0.650602,0.714286,0.54386,0.6,2,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364831,0.415568,0.527084,2,0.354839
262,2,0.722892,0.666667,0.701754,0.7,2,4,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291217,0.458402,0.526073,2,0.302053
263,2,0.698795,0.619048,0.561404,0.7,1,4,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301836,0.408773,0.587173,2,0.288856
264,3,0.253012,0.666667,0.175439,0.25,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.695104,0.282743,0.448216,0,0.708211
265,3,0.144578,0.619048,0.035088,0.2,0,3,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.935925,0.093904,0.520006,0,0.953079
266,2,0.674699,0.761905,0.552632,0.65,2,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37041,0.400741,0.543406,2,0.366569
267,2,0.481928,0.571429,0.140351,0.9,2,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351152,0.120984,0.951177,1,0.366569
268,2,0.518072,0.666667,0.491228,0.45,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398308,0.442442,0.462516,1,0.402493
269,2,0.409639,0.428571,0.596491,0.25,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293197,0.622632,0.294092,1,0.314516
270,2,0.578313,0.619048,0.561404,0.5,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341613,0.466433,0.474505,1,0.340176
271,0,0.277108,0.428571,0.385965,0.2,0,3,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395068,0.547982,0.317059,1,0.425953
272,0,0.240964,0.142857,0.438596,0.15,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151008,0.719213,0.272714,0,0.156891
273,0,0.313253,0.380952,0.385965,0.3,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323614,0.502574,0.438249,1,0.345308
274,2,0.759036,0.619048,0.77193,0.65,1,4,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268179,0.501442,0.484183,2,0.268328
275,2,0.722892,0.666667,0.719298,0.55,1,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312095,0.505869,0.442727,2,0.302053
276,2,0.650602,0.571429,0.701754,0.5,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285997,0.529448,0.430449,2,0.283724
277,2,0.843373,0.857143,0.824561,0.6,2,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.348272,0.50175,0.419327,2,0.33871
278,2,0.722892,0.857143,0.666667,0.55,2,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.396328,0.461594,0.437383,2,0.38783
279,2,0.674699,0.666667,0.719298,0.55,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312095,0.505869,0.442727,2,0.321114
280,2,0.650602,0.380952,0.929825,0.4,1,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.179986,0.665362,0.325004,2,0.18915
281,2,0.698795,0.571429,0.701754,0.6,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.269978,0.498044,0.487505,2,0.266862
282,0,0.493976,0.47619,0.666667,0.3,1,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287977,0.61285,0.312003,1,0.29912
283,0,0.53012,0.52381,0.614035,0.4,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304536,0.540568,0.399971,1,0.310117
284,2,0.518072,0.47619,0.666667,0.35,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277898,0.590507,0.351293,1,0.28739
285,0,0.578313,0.47619,0.631579,0.55,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2509,0.501339,0.498194,1,0.26173
286,0,0.578313,0.571429,0.649123,0.5,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297876,0.509988,0.448216,1,0.314516
287,1,0.192771,0.095238,0.350877,0.2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.112491,0.646005,0.406182,0,0.122434
288,0,0.554217,0.380952,0.631579,0.55,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206443,0.516577,0.512495,1,0.217009
289,2,0.493976,0.666667,0.54386,0.35,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408027,0.503913,0.368482,1,0.418622
290,2,0.409639,0.285714,0.614035,0.3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194564,0.63818,0.351293,1,0.209677
291,0,0.578313,0.428571,0.631579,0.55,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228942,0.508855,0.505272,1,0.235337
292,0,0.481928,0.619048,0.438596,0.45,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394888,0.422158,0.493717,1,0.397361
293,0,0.445783,0.428571,0.614035,0.3,1,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276818,0.603995,0.333381,1,0.293255
294,0,0.361446,0.190476,0.403509,0.45,0,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149208,0.482496,0.60624,1,0.154692
295,0,0.192771,0.095238,0.333333,0.2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.116091,0.634679,0.419327,0,0.122434
296,0,0.445783,0.428571,0.473684,0.4,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294456,0.494543,0.472772,1,0.293255
297,0,0.337349,0.238095,0.508772,0.25,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.194564,0.63818,0.351293,1,0.203812
298,0,0.313253,0.238095,0.491228,0.2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.209323,0.664745,0.302326,1,0.215543
299,1,0.493976,0.47619,0.508772,0.5,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.287977,0.46458,0.520006,1,0.29912
300,3,0.686747,0.761905,0.666667,0.55,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361051,0.473847,0.448216,2,0.360704
301,3,0.650602,0.761905,0.649123,0.45,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387869,0.497323,0.393904,2,0.378299
302,3,0.554217,0.52381,0.631579,0.4,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300036,0.54757,0.393904,1,0.298387
303,0,0.240964,0.190476,0.438596,0.15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195824,0.698826,0.265347,0,0.209677
304,0,0.216867,0.190476,0.403509,0.15,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207163,0.681425,0.280514,0,0.225806
305,0,0.26506,0.190476,0.45614,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190785,0.706755,0.25827,0,0.195748
306,0,0.277108,0.142857,0.491228,0.15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139309,0.740939,0.251625,1,0.142229
307,1,0.144578,0.333333,0.052632,0.35,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471022,0.124279,0.850498,0,0.513196
308,1,0.204819,0.666667,0.070175,0.3,0,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.775378,0.128707,0.600029,0,0.821114
309,1,0.168675,0.571429,0.070175,0.25,0,3,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.764579,0.152595,0.575184,0,0.799853
310,1,0.26506,0.666667,0.052632,0.45,0,3,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.658747,0.078048,0.764697,0,0.684018
311,1,0.253012,0.761905,0.052632,0.4,0,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.757919,0.078769,0.684241,0,0.808651
312,1,0.361446,0.714286,0.122807,0.55,1,3,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565335,0.142813,0.748664,1,0.578446
313,1,0.313253,0.809524,0.035088,0.45,0,3,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.760259,0.047055,0.726708,1,0.733138
314,1,0.277108,0.809524,0.052632,0.4,0,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.784557,0.075988,0.666619,1,0.804252
315,1,0.39759,0.761905,0.263158,0.35,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.603132,0.315383,0.476383,1,0.571848
316,1,0.216867,0.095238,0.368421,0.2,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.109071,0.656816,0.393904,0,0.112903
317,1,0.277108,0.285714,0.263158,0.35,1,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.285997,0.406713,0.602629,1,0.283724
318,0,0.216867,0.142857,0.421053,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.155328,0.711079,0.280514,0,0.169355
319,0,0.144578,0.333333,0.0,0.35,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530418,0.013694,0.957966,0,0.513196
320,0,0.192771,0.380952,0.035088,0.4,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49658,0.076812,0.896577,0,0.489003
321,0,0.361446,0.380952,0.385965,0.4,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293916,0.453666,0.53055,1,0.308651
322,2,0.53012,0.47619,0.631579,0.4,1,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276818,0.556425,0.399971,1,0.282258
323,2,0.698795,0.666667,0.719298,0.6,1,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303636,0.491351,0.469883,2,0.31085
324,2,0.674699,0.714286,0.719298,0.55,2,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330274,0.499382,0.437383,2,0.343842
325,2,0.722892,0.761905,0.684211,0.6,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347012,0.466536,0.469883,2,0.345308
326,2,0.60241,0.714286,0.684211,0.35,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381569,0.552512,0.321537,1,0.379032
327,2,0.650602,0.714286,0.684211,0.45,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358711,0.51771,0.388704,2,0.354839
328,2,0.626506,0.714286,0.666667,0.45,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.363571,0.511223,0.393904,1,0.366569
329,2,0.722892,0.333333,0.964912,0.45,1,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.151368,0.662994,0.351293,2,0.151026
330,2,0.662651,0.761905,0.614035,0.55,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37527,0.453357,0.465839,2,0.372434
331,2,0.698795,0.809524,0.614035,0.6,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382469,0.43369,0.487505,2,0.377566
332,2,0.481928,0.333333,0.701754,0.3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204824,0.656816,0.317059,1,0.214076
333,2,0.566265,0.619048,0.54386,0.45,2,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358531,0.475288,0.448216,1,0.346774
334,2,0.783133,0.809524,0.578947,0.8,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351692,0.372735,0.597718,2,0.341642
335,2,0.819277,0.809524,0.666667,0.65,2,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.358891,0.441413,0.495594,2,0.327713
336,2,0.53012,0.666667,0.491228,0.4,1,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.413067,0.459843,0.42626,1,0.394428
337,2,0.60241,0.666667,0.561404,0.5,1,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.362491,0.459226,0.467572,1,0.354106
338,2,0.578313,0.666667,0.578947,0.45,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.36915,0.48332,0.428571,1,0.366569
339,2,0.578313,0.714286,0.526316,0.55,0,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381569,0.42154,0.505272,1,0.392962
340,2,0.771084,0.857143,0.54386,0.8,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37671,0.35348,0.604651,2,0.366569
341,2,0.421687,0.52381,0.491228,0.35,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355112,0.505972,0.40806,1,0.375367
342,2,0.638554,0.666667,0.54386,0.65,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334773,0.408155,0.561462,2,0.33651
343,0,0.289157,0.333333,0.350877,0.3,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.303636,0.491351,0.469883,1,0.321114
344,0,0.301205,0.428571,0.403509,0.25,0,3,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366091,0.52883,0.367182,1,0.39956
345,0,0.361446,0.47619,0.403509,0.35,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361771,0.467051,0.457316,1,0.38563
346,0,0.277108,0.190476,0.491228,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.181066,0.721582,0.245269,1,0.18915
347,0,0.409639,0.47619,0.473684,0.35,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334773,0.506693,0.423227,1,0.348974
348,0,0.313253,0.190476,0.526316,0.2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.163607,0.695737,0.295392,1,0.172287
349,0,0.385542,0.285714,0.421053,0.45,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.210763,0.472611,0.570706,1,0.219941
350,0,0.277108,0.142857,0.491228,0.2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.131749,0.69862,0.317059,1,0.142229
351,0,0.337349,0.380952,0.421053,0.3,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.309575,0.523888,0.419327,1,0.325513
352,3,0.409639,0.380952,0.631579,0.25,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25594,0.647652,0.288892,1,0.279326
353,3,0.337349,0.333333,0.561404,0.2,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.257199,0.663818,0.265347,1,0.285191
354,2,0.710843,0.619048,0.596491,0.7,1,4,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294276,0.423703,0.572295,2,0.284457
355,2,0.951807,0.857143,0.666667,0.95,2,4,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324874,0.372941,0.619096,2,0.303519
